GT BW,Class BW,Measured BW,GT SF,Class SF,Measured SF (upscaled),Measured SF (downscaled),Measured SF,Height,Confidence,IoU
257812.00,250000.00,254035.95,10,10,10,10,10,0.031754,0.9335,0.9815
195312.00,187500.00,200743.68,9,9,9,9,9,0.025093,0.9134,0.8945
195312.00,187500.00,198606.49,9,9,9,9,9,0.024826,0.9130,0.9097
101562.00,125000.00,108666.42,12,12,12,12,12,0.013583,0.8868,0.9298
257812.00,250000.00,255031.70,10,10,10,10,10,0.031879,0.8521,0.9532
101562.00,125000.00,110419.75,12,12,12,12,12,0.013802,0.8409,0.9180
257812.00,250000.00,257973.19,10,10,10,10,10,0.032247,0.9719,0.9770
257812.00,250000.00,255258.80,10,10,10,10,10,0.031907,0.9715,0.9801
257812.00,250000.00,255889.89,10,10,10,10,10,0.031986,0.9614,0.9905
195312.00,187500.00,194036.48,9,9,9,9,9,0.024255,0.9553,0.9439
195312.00,187500.00,198113.44,9,9,9,9,9,0.024764,0.9325,0.9695
632812.00,725000.00,633811.95,12,12,12,12,12,0.079226,0.8840,0.9874
101562.00,125000.00,118774.41,12,12,12,12,12,0.014847,0.8446,0.8500
632812.00,725000.00,633846.28,12,12,12,12,12,0.079231,0.7894,0.9900
195312.00,187500.00,187034.61,9,9,9,9,9,0.023379,0.9700,0.9411
257812.00,250000.00,255185.13,10,10,10,10,10,0.031898,0.9688,0.9778
257812.00,250000.00,255871.77,10,10,10,10,10,0.031984,0.9532,0.9898
195312.00,187500.00,196693.42,9,9,9,9,9,0.024587,0.9507,0.9862
257812.00,250000.00,256911.52,10,10,10,10,10,0.032114,0.9472,0.9958
257812.00,250000.00,279368.28,10,10,10,10,10,0.034921,0.9061,0.8869
632812.00,725000.00,637422.56,12,12,12,12,12,0.079678,0.8645,0.9923
195312.00,187500.00,178134.92,9,9,9,9,9,0.022267,0.8102,0.8728
632812.00,725000.00,604181.77,12,12,12,11,11,0.075523,0.7817,0.9409
632812.00,725000.00,634242.06,12,12,12,12,12,0.079280,0.7362,0.9901
398438.00,375000.00,409214.50,10,10,10,10,10,0.051152,0.9600,0.9608
398438.00,375000.00,389624.60,10,10,10,10,10,0.048703,0.9580,0.9620
226562.00,250000.00,225770.35,11,11,11,11,11,0.028221,0.9378,0.9595
226562.00,250000.00,223148.82,11,11,11,11,11,0.027894,0.9375,0.9594
226562.00,250000.00,231060.03,11,11,11,11,11,0.028883,0.9052,0.9700
398438.00,375000.00,400701.52,10,10,10,10,10,0.050088,0.8803,0.9721
289062.00,375000.00,294633.87,11,12,12,11,11,0.036829,0.8696,0.9757
226562.00,250000.00,230504.27,11,11,11,11,11,0.028813,0.8429,0.9515
289062.00,375000.00,294726.37,11,12,12,11,11,0.036841,0.7193,0.9806
757812.00,725000.00,756336.21,11,11,11,11,11,0.094542,0.9592,0.9937
398438.00,375000.00,403202.77,10,10,10,10,10,0.050400,0.9577,0.9819
398438.00,375000.00,396059.04,10,10,10,10,10,0.049507,0.9573,0.9843
398438.00,375000.00,398330.69,10,10,10,10,10,0.049791,0.9472,0.9882
398438.00,375000.00,390804.29,10,10,10,10,10,0.048851,0.9433,0.9653
398438.00,375000.00,395826.34,10,10,10,10,10,0.049478,0.9314,0.9850
289062.00,250000.00,289575.58,11,11,11,11,11,0.036197,0.9083,0.9783
289062.00,250000.00,289692.88,11,11,11,11,11,0.036212,0.8159,0.9699
226562.00,250000.00,229620.16,11,11,11,11,11,0.028703,0.7166,0.9759
226562.00,250000.00,224354.03,11,11,11,11,11,0.028044,0.9785,0.9756
757812.00,725000.00,751218.80,11,11,11,11,11,0.093902,0.9234,0.9897
226562.00,250000.00,245508.19,11,11,11,11,11,0.030689,0.8952,0.9073
289062.00,375000.00,290723.80,11,12,12,11,11,0.036340,0.7441,0.9624
226562.00,250000.00,224962.23,11,11,11,11,11,0.028120,0.9727,0.9614
226562.00,250000.00,229581.83,11,11,11,11,11,0.028698,0.9617,0.9856
757812.00,725000.00,760232.93,11,11,11,11,11,0.095029,0.9606,0.9883
398438.00,375000.00,396241.19,10,10,10,10,10,0.049530,0.9591,0.9922
757812.00,725000.00,768836.02,11,11,11,11,11,0.096105,0.9589,0.9721
398438.00,375000.00,406079.29,10,10,10,10,10,0.050760,0.9559,0.9795
226562.00,250000.00,224002.84,11,11,11,11,11,0.028000,0.9511,0.9853
398438.00,375000.00,398269.18,10,10,10,10,10,0.049784,0.9454,0.9790
757812.00,725000.00,743568.90,11,11,11,11,11,0.092946,0.9441,0.9702
757812.00,725000.00,735679.63,11,11,11,11,11,0.091960,0.9196,0.9534
757812.00,725000.00,738745.69,11,11,11,11,11,0.092343,0.9083,0.9639
757812.00,725000.00,726696.97,11,11,11,11,11,0.090837,0.8680,0.8844
226562.00,250000.00,229972.84,11,11,11,11,11,0.028747,0.8155,0.9635
289062.00,250000.00,287168.50,11,11,11,11,11,0.035896,0.7769,0.9929
523438.00,500000.00,516670.23,11,11,11,11,11,0.064584,0.9680,0.9821
195312.00,187500.00,194968.70,11,11,11,11,11,0.024371,0.9571,0.9732
195312.00,187500.00,193832.40,11,11,11,11,11,0.024229,0.9289,0.9640
195312.00,187500.00,194343.09,11,11,11,11,11,0.024293,0.9136,0.9804
304688.00,375000.00,302033.42,11,12,12,11,11,0.037754,0.9077,0.9631
304688.00,375000.00,295522.69,11,12,12,11,11,0.036940,0.9054,0.9452
304688.00,375000.00,301627.16,11,12,12,11,11,0.037703,0.8092,0.9771
195312.00,187500.00,195405.48,11,11,11,11,11,0.024426,0.7543,0.9177
523438.00,500000.00,517910.96,11,11,11,11,11,0.064739,0.9781,0.9819
523438.00,500000.00,529585.36,11,11,11,11,11,0.066198,0.9780,0.9859
523438.00,500000.00,525853.16,11,11,11,11,11,0.065732,0.9746,0.9880
195312.00,187500.00,197788.24,11,11,11,11,11,0.024724,0.9409,0.9606
523438.00,500000.00,515472.41,11,11,11,11,11,0.064434,0.9379,0.9614
195312.00,187500.00,196064.95,11,11,11,11,11,0.024508,0.9358,0.9568
320312.00,375000.00,314341.55,10,10,10,9,9,0.039293,0.9239,0.9442
195312.00,187500.00,194250.11,11,11,11,11,11,0.024281,0.9104,0.9824
320312.00,375000.00,323513.45,10,10,10,10,10,0.040439,0.8723,0.9505
523438.00,500000.00,536628.72,11,11,11,11,11,0.067079,0.7174,0.9053
304688.00,375000.00,296311.50,11,12,12,11,11,0.037039,0.9517,0.9701
304688.00,375000.00,304291.49,11,12,12,11,11,0.038036,0.9478,0.9741
304688.00,375000.00,308927.54,11,12,12,11,11,0.038616,0.9304,0.9531
523438.00,500000.00,523616.79,11,11,11,11,11,0.065452,0.8951,0.9868
304688.00,375000.00,313365.94,11,12,12,11,11,0.039171,0.8643,0.9700
523438.00,500000.00,521272.66,11,11,11,11,11,0.065159,0.9789,0.9859
523438.00,500000.00,520388.60,11,11,11,11,11,0.065049,0.9695,0.9766
523438.00,500000.00,525402.96,11,11,11,11,11,0.065675,0.9594,0.9674
195312.00,187500.00,196089.63,11,11,11,11,11,0.024511,0.9379,0.9329
195312.00,187500.00,196368.69,11,11,11,11,11,0.024546,0.9219,0.9869
195312.00,187500.00,200510.98,11,11,11,11,11,0.025064,0.9110,0.9225
304688.00,375000.00,306076.05,11,12,12,11,11,0.038260,0.8711,0.9856
523438.00,500000.00,501282.81,11,11,11,11,11,0.062660,0.8549,0.8058
789062.00,725000.00,781517.51,12,12,12,12,12,0.097690,0.9684,0.9852
476562.00,500000.00,477792.26,12,12,12,12,12,0.059724,0.9565,0.9957
476562.00,500000.00,477968.10,12,12,12,12,12,0.059746,0.9547,0.9825
789062.00,725000.00,782625.20,12,12,12,12,12,0.097828,0.9399,0.9815
476562.00,500000.00,477426.53,12,12,12,12,12,0.059678,0.9318,0.9894
789062.00,725000.00,787014.01,12,12,12,12,12,0.098377,0.9271,0.9890
789062.00,725000.00,797799.11,12,12,12,12,12,0.099725,0.9010,0.8186
460938.00,375000.00,469097.14,10,10,11,10,11,0.058637,0.7880,0.9785
320312.00,500000.00,345475.67,11,12,12,11,11,0.043184,0.7367,0.9139
476562.00,500000.00,483243.94,12,12,12,12,12,0.060405,0.9731,0.9860
476562.00,500000.00,476000.79,12,12,12,12,12,0.059500,0.9682,0.9862
476562.00,500000.00,476069.93,12,12,12,12,12,0.059509,0.9653,0.9315
789062.00,725000.00,794340.13,12,12,12,12,12,0.099293,0.9539,0.9847
789062.00,725000.00,794042.17,12,12,12,12,12,0.099255,0.9289,0.9876
476562.00,500000.00,474323.27,12,12,12,12,12,0.059290,0.9260,0.9824
460938.00,375000.00,464559.56,10,10,11,10,11,0.058070,0.8690,0.9891
320312.00,375000.00,323656.08,11,11,11,11,11,0.040457,0.7040,0.9849
460938.00,375000.00,456939.70,10,10,11,10,11,0.057117,0.9730,0.9778
789062.00,725000.00,792827.61,12,12,12,12,12,0.099103,0.9398,0.9885
476562.00,500000.00,474739.07,12,12,12,12,12,0.059342,0.9329,0.9718
789062.00,725000.00,790847.78,12,12,12,12,12,0.098856,0.9246,0.9957
476562.00,500000.00,478567.84,12,12,12,12,12,0.059821,0.9153,0.9867
460938.00,375000.00,456884.38,10,10,11,10,11,0.057111,0.8942,0.9823
320312.00,375000.00,321415.90,11,11,11,11,11,0.040177,0.8771,0.9769
320312.00,375000.00,333339.69,11,11,11,11,11,0.041667,0.8617,0.9493
476562.00,500000.00,493639.95,12,12,12,12,12,0.061705,0.8132,0.9396
460938.00,725000.00,666139.60,10,11,11,11,11,0.083267,0.7632,0.6871
476562.00,500000.00,476663.59,12,12,12,12,12,0.059583,0.9439,0.9939
789062.00,725000.00,777002.33,12,12,12,12,12,0.097125,0.9364,0.9642
320312.00,375000.00,316468.12,11,12,12,12,12,0.039559,0.9102,0.9846
320312.00,375000.00,318730.35,11,12,12,12,12,0.039841,0.8733,0.9738
460938.00,725000.00,476750.37,10,11,11,10,10,0.059594,0.7807,0.9628
460938.00,725000.00,467397.69,10,11,11,10,10,0.058425,0.7556,0.9771
132812.00,125000.00,134746.55,9,9,9,9,9,0.016843,0.9239,0.9734
304688.00,375000.00,306838.04,10,10,10,9,9,0.038355,0.8365,0.9799
210938.00,187500.00,212246.18,9,9,9,9,9,0.026531,0.7973,0.9867
210938.00,187500.00,210011.96,9,9,9,9,9,0.026251,0.7547,0.9812
132812.00,125000.00,135109.90,9,9,9,9,9,0.016889,0.8931,0.9724
210938.00,187500.00,206976.35,9,9,9,9,9,0.025872,0.8819,0.9443
132812.00,125000.00,134724.62,9,9,9,9,9,0.016841,0.8409,0.9810
210938.00,187500.00,207038.88,9,9,9,9,9,0.025880,0.8113,0.9778
132812.00,125000.00,130556.58,9,9,9,9,9,0.016320,0.7955,0.7967
132812.00,125000.00,142583.37,9,9,9,9,9,0.017823,0.7490,0.7528
164062.00,187500.00,161089.90,10,10,10,10,10,0.020136,0.7468,0.9788
164062.00,187500.00,167978.53,10,10,10,10,10,0.020997,0.7316,0.8639
164062.00,187500.00,172269.82,10,10,10,10,10,0.021534,0.7044,0.8707
210938.00,187500.00,211278.92,9,9,9,9,9,0.026410,0.9403,0.9842
132812.00,125000.00,132192.85,9,9,9,9,9,0.016524,0.9028,0.9294
164062.00,187500.00,164072.04,10,10,10,10,10,0.020509,0.9001,0.9550
164062.00,187500.00,170390.13,10,10,10,10,10,0.021299,0.8253,0.9609
164062.00,187500.00,165439.61,10,10,10,10,10,0.020680,0.7788,0.9789
210938.00,187500.00,213405.61,9,9,9,9,9,0.026676,0.7395,0.9675
132812.00,125000.00,135564.80,9,9,9,9,9,0.016946,0.7095,0.9260
476562.00,500000.00,474195.96,11,11,11,11,11,0.059274,0.9735,0.9674
476562.00,500000.00,466167.45,11,11,11,11,11,0.058271,0.9488,0.9779
398438.00,375000.00,403341.29,12,12,12,12,12,0.050418,0.9456,0.9742
398438.00,375000.00,401406.76,12,12,12,12,12,0.050176,0.9438,0.9883
398438.00,375000.00,399098.40,12,12,12,12,12,0.049887,0.9352,0.9893
398438.00,375000.00,394401.55,12,12,12,12,12,0.049300,0.8992,0.9505
398438.00,375000.00,398754.12,12,12,12,12,12,0.049844,0.8894,0.9855
476562.00,500000.00,497771.26,11,11,11,11,11,0.062221,0.9504,0.9488
554688.00,500000.00,555757.76,11,11,11,11,11,0.069470,0.9395,0.9719
398438.00,375000.00,395080.57,12,12,12,12,12,0.049385,0.9242,0.9691
554688.00,500000.00,553042.77,11,11,11,11,11,0.069130,0.9172,0.9814
554688.00,500000.00,550612.45,11,11,11,11,11,0.068827,0.8797,0.9737
398438.00,375000.00,399499.89,12,12,12,12,12,0.049937,0.8569,0.9832
398438.00,375000.00,391253.47,12,12,12,12,12,0.048907,0.7999,0.9795
554688.00,500000.00,548877.72,11,11,11,11,11,0.068610,0.7817,0.9895
476562.00,500000.00,490007.88,11,11,11,11,11,0.061251,0.7702,0.9286
398438.00,375000.00,410649.30,12,12,12,12,12,0.051331,0.7292,0.9030
476562.00,500000.00,501161.58,11,11,11,11,11,0.062645,0.9575,0.9254
554688.00,500000.00,551865.58,11,11,11,11,11,0.068983,0.9539,0.9768
476562.00,500000.00,479573.73,11,11,11,11,11,0.059947,0.9501,0.9930
554688.00,500000.00,515866.28,11,11,11,11,11,0.064483,0.9452,0.9251
398438.00,375000.00,397946.54,12,12,12,12,12,0.049743,0.8939,0.9743
554688.00,500000.00,532853.13,11,11,11,11,11,0.066607,0.8603,0.9243
398438.00,375000.00,390672.68,12,12,12,12,12,0.048834,0.8427,0.9582
554688.00,500000.00,547005.18,11,11,11,11,11,0.068376,0.9535,0.9457
476562.00,500000.00,493391.04,11,11,11,11,11,0.061674,0.9381,0.9334
476562.00,500000.00,511983.87,11,11,11,11,11,0.063998,0.9312,0.9245
398438.00,375000.00,408799.65,12,12,12,12,12,0.051100,0.9197,0.9676
554688.00,500000.00,571208.95,11,11,11,11,11,0.071401,0.9025,0.9703
476562.00,500000.00,493494.51,11,11,11,11,11,0.061687,0.8969,0.9533
398438.00,375000.00,398077.01,12,12,12,12,12,0.049760,0.8532,0.9643
554688.00,500000.00,573757.17,11,11,11,11,11,0.071720,0.8478,0.9252
476562.00,500000.00,601927.76,11,11,12,11,12,0.075241,0.8020,0.7299
398438.00,375000.00,406140.33,12,12,12,12,12,0.050768,0.7798,0.9782
398438.00,375000.00,398731.23,12,12,12,12,12,0.049841,0.7699,0.9922
554688.00,500000.00,530880.93,11,11,11,11,11,0.066360,0.7685,0.9464
539062.00,500000.00,540936.71,11,11,11,11,11,0.067617,0.9765,0.9910
460938.00,500000.00,459072.59,12,12,12,12,12,0.057384,0.9528,0.9819
539062.00,500000.00,530105.59,11,11,11,11,11,0.066263,0.9471,0.9776
460938.00,500000.00,454854.97,12,12,12,12,12,0.056857,0.9125,0.9840
460938.00,500000.00,459117.41,12,12,12,12,12,0.057390,0.8707,0.9771
226562.00,250000.00,224884.03,10,10,10,10,10,0.028111,0.8516,0.9854
539062.00,500000.00,540624.62,11,11,11,11,11,0.067578,0.7945,0.9881
226562.00,250000.00,230518.34,10,10,10,10,10,0.028815,0.7395,0.9535
539062.00,500000.00,531633.38,11,11,11,11,11,0.066454,0.7313,0.9602
226562.00,250000.00,224212.65,10,10,10,10,10,0.028027,0.9439,0.9738
460938.00,500000.00,459736.82,12,12,12,12,12,0.057467,0.9277,0.9662
539062.00,500000.00,542430.88,11,11,11,11,11,0.067804,0.9265,0.9663
226562.00,250000.00,226535.80,10,10,10,10,10,0.028317,0.9128,0.9589
226562.00,250000.00,220087.05,10,10,10,10,10,0.027511,0.9003,0.9557
460938.00,500000.00,467622.28,12,12,12,12,12,0.058453,0.8451,0.9626
429688.00,375000.00,434494.70,12,12,12,12,12,0.054312,0.7441,0.9858
460938.00,500000.00,465349.20,12,12,12,12,12,0.058169,0.9677,0.9790
460938.00,500000.00,458225.25,12,12,12,12,12,0.057278,0.9557,0.9818
429688.00,375000.00,434692.14,12,12,12,12,12,0.054337,0.8064,0.9836
460938.00,500000.00,443500.04,12,12,12,12,12,0.055438,0.7539,0.9468
226562.00,250000.00,223549.37,10,10,10,10,10,0.027944,0.7461,0.9746
539062.00,500000.00,536901.47,11,11,11,11,11,0.067113,0.8646,0.9949
429688.00,375000.00,406450.27,12,12,12,12,12,0.050806,0.8023,0.9101
132812.00,125000.00,130470.28,12,12,12,12,12,0.016309,0.9520,0.9319
132812.00,125000.00,132455.35,12,12,12,12,12,0.016557,0.9268,0.9789
132812.00,125000.00,129601.48,12,12,12,12,12,0.016200,0.8995,0.9733
132812.00,125000.00,133514.76,12,12,12,12,12,0.016689,0.8954,0.8815
148438.00,125000.00,148948.67,11,11,12,11,12,0.018619,0.7029,0.9023
132812.00,125000.00,129719.50,12,12,12,12,12,0.016215,0.9216,0.9492
101562.00,125000.00,108232.50,10,11,11,11,11,0.013529,0.8517,0.9368
148438.00,125000.00,143128.40,11,11,11,11,11,0.017891,0.8474,0.9639
132812.00,125000.00,130874.63,12,12,12,12,12,0.016359,0.9343,0.9354
132812.00,125000.00,130369.19,12,12,12,12,12,0.016296,0.9256,0.9754
132812.00,125000.00,137587.55,12,12,12,12,12,0.017198,0.9229,0.9075
601562.00,500000.00,605536.22,12,12,13,12,13,0.075692,0.8221,0.9915
101562.00,125000.00,104994.77,10,11,11,10,10,0.013124,0.8156,0.9451
101562.00,125000.00,106346.13,10,11,11,11,11,0.013293,0.8057,0.9159
601562.00,500000.00,631259.92,12,12,13,12,13,0.078907,0.7871,0.9263
132812.00,125000.00,125680.92,12,12,12,12,12,0.015710,0.7825,0.8851
101562.00,125000.00,106286.05,10,11,11,11,11,0.013286,0.7185,0.9545
148438.00,125000.00,145220.28,11,11,11,11,11,0.018153,0.8164,0.9701
101562.00,125000.00,107135.77,10,11,11,11,11,0.013392,0.8077,0.9386
101562.00,125000.00,109334.53,10,11,11,11,11,0.013667,0.7964,0.8926
148438.00,125000.00,148535.73,11,11,11,11,11,0.018567,0.7486,0.9888
132812.00,125000.00,134520.72,12,12,12,12,12,0.016815,0.7378,0.8503
148438.00,125000.00,146337.51,11,11,11,11,11,0.018292,0.7165,0.9844
523438.00,500000.00,524199.96,11,11,11,11,11,0.065525,0.9666,0.9824
273438.00,250000.00,270774.84,10,10,10,10,10,0.033847,0.9505,0.9857
273438.00,250000.00,263627.05,10,10,10,10,10,0.032953,0.9246,0.9619
273438.00,250000.00,271485.33,10,10,10,10,10,0.033936,0.9190,0.9833
523438.00,500000.00,529319.41,11,11,11,11,11,0.066165,0.9174,0.9777
273438.00,250000.00,274110.79,10,10,10,10,10,0.034264,0.8080,0.9788
523438.00,500000.00,520544.05,11,11,11,11,11,0.065068,0.9742,0.9902
523438.00,500000.00,518113.14,11,11,11,11,11,0.064764,0.9645,0.9879
523438.00,500000.00,531440.73,11,11,11,11,11,0.066430,0.9486,0.9784
273438.00,250000.00,274950.98,10,10,10,10,10,0.034369,0.9164,0.9576
273438.00,250000.00,268135.07,10,10,10,10,10,0.033517,0.9671,0.9780
523438.00,500000.00,522727.01,11,11,11,11,11,0.065341,0.9663,0.9890
523438.00,500000.00,531561.85,11,11,11,11,11,0.066445,0.9287,0.9731
273438.00,250000.00,276702.40,11,11,11,11,11,0.034588,0.8881,0.9851
273438.00,250000.00,271686.55,10,10,10,10,10,0.033961,0.8827,0.9870
273438.00,250000.00,268752.10,10,10,10,10,10,0.033594,0.8820,0.9762
273438.00,250000.00,273375.51,10,10,10,10,10,0.034172,0.8792,0.9799
273438.00,250000.00,268835.07,11,11,11,11,11,0.033604,0.8616,0.9703
632812.00,500000.00,616510.39,11,11,12,11,12,0.077064,0.8500,0.9509
273438.00,250000.00,272006.03,11,11,11,11,11,0.034001,0.8223,0.9759
273438.00,250000.00,273983.00,11,11,11,11,11,0.034248,0.7764,0.9911
523438.00,500000.00,515975.95,11,11,11,11,11,0.064497,0.9727,0.9699
523438.00,500000.00,529615.40,11,11,11,11,11,0.066202,0.9696,0.9877
273438.00,250000.00,270033.36,10,10,10,10,10,0.033754,0.9605,0.9874
523438.00,500000.00,519018.77,11,11,11,11,11,0.064877,0.9586,0.9852
273438.00,250000.00,263273.24,11,11,11,11,11,0.032909,0.9163,0.9402
273438.00,250000.00,275567.80,10,10,10,10,10,0.034446,0.9126,0.9551
273438.00,250000.00,270633.22,11,11,11,11,11,0.033829,0.8854,0.9810
523438.00,500000.00,545925.14,11,11,11,11,11,0.068241,0.8627,0.9502
273438.00,250000.00,263572.69,11,11,11,11,11,0.032947,0.7826,0.9451
289062.00,250000.00,287879.94,12,12,12,12,12,0.035985,0.9556,0.9880
289062.00,250000.00,295812.13,12,12,12,12,12,0.036977,0.9424,0.9546
273438.00,250000.00,270618.80,12,12,12,12,12,0.033827,0.9260,0.9732
117188.00,125000.00,140760.90,11,11,11,11,11,0.017595,0.9028,0.8057
289062.00,250000.00,285170.56,12,12,12,12,12,0.035646,0.8971,0.9818
148438.00,187500.00,160034.18,10,11,11,11,11,0.020004,0.8460,0.9168
117188.00,125000.00,116216.66,11,11,11,11,11,0.014527,0.8311,0.8699
117188.00,125000.00,117120.74,11,11,11,11,11,0.014640,0.8152,0.8517
289062.00,250000.00,289168.36,12,12,12,12,12,0.036146,0.8151,0.9923
273438.00,250000.00,272502.90,12,12,12,12,12,0.034063,0.8007,0.9937
273438.00,250000.00,269135.00,12,12,12,12,12,0.033642,0.7088,0.9777
289062.00,250000.00,289375.78,12,12,12,12,12,0.036172,0.9530,0.9821
117188.00,125000.00,115432.74,11,11,11,11,11,0.014429,0.9035,0.9375
117188.00,125000.00,117897.03,11,11,11,11,11,0.014737,0.9002,0.9306
273438.00,250000.00,271814.35,12,12,12,12,12,0.033977,0.8531,0.9785
273438.00,250000.00,268755.91,12,12,12,12,12,0.033594,0.8467,0.9803
148438.00,125000.00,145765.30,10,10,10,10,10,0.018221,0.8061,0.9568
117188.00,125000.00,109209.06,11,11,11,11,11,0.013651,0.7789,0.8670
117188.00,125000.00,118954.45,11,11,11,11,11,0.014869,0.7654,0.7138
117188.00,125000.00,118809.70,11,11,11,11,11,0.014851,0.7150,0.9471
273438.00,250000.00,271068.57,12,12,12,12,12,0.033884,0.8504,0.9871
273438.00,250000.00,277299.88,12,12,12,12,12,0.034662,0.8054,0.9510
117188.00,125000.00,115727.42,11,11,11,11,11,0.014466,0.8052,0.8956
117188.00,125000.00,116896.63,11,11,11,11,11,0.014612,0.7886,0.8171
273438.00,250000.00,271757.13,12,12,12,12,12,0.033970,0.7634,0.9892
289062.00,250000.00,289869.31,12,12,12,12,12,0.036234,0.7527,0.9906
289062.00,250000.00,283790.59,12,12,12,12,12,0.035474,0.8575,0.9600
273438.00,250000.00,269612.07,12,12,12,12,12,0.033702,0.8029,0.9679
148438.00,187500.00,146282.20,10,11,11,10,10,0.018285,0.7212,0.9287
273438.00,250000.00,271960.74,12,12,12,12,12,0.033995,0.7024,0.9895
507812.00,500000.00,508966.45,11,11,11,11,11,0.063621,0.9728,0.9930
257812.00,250000.00,259553.91,10,10,10,10,10,0.032444,0.8390,0.9575
507812.00,500000.00,510883.81,11,11,11,11,11,0.063860,0.9720,0.9818
507812.00,500000.00,510661.01,11,11,11,11,11,0.063833,0.9523,0.9763
257812.00,250000.00,265966.42,10,10,10,10,10,0.033246,0.9448,0.9506
257812.00,250000.00,257717.13,10,10,10,10,10,0.032215,0.9243,0.9515
507812.00,500000.00,500264.17,11,11,11,11,11,0.062533,0.9775,0.9808
507812.00,500000.00,507300.38,11,11,11,11,11,0.063413,0.9719,0.9958
257812.00,250000.00,258820.53,10,10,10,10,10,0.032353,0.9677,0.9764
257812.00,250000.00,259227.87,10,10,10,10,10,0.032403,0.9595,0.9517
507812.00,500000.00,516283.04,11,11,11,11,11,0.064535,0.9565,0.9702
507812.00,500000.00,506522.18,11,11,11,11,11,0.063315,0.9510,0.9600
257812.00,250000.00,254300.12,10,10,10,10,10,0.031788,0.9281,0.9806
257812.00,250000.00,288114.55,10,10,10,10,10,0.036014,0.8823,0.8795
257812.00,250000.00,255227.09,10,10,10,10,10,0.031903,0.8604,0.9586
507812.00,500000.00,513811.59,11,11,11,11,11,0.064226,0.9746,0.9881
507812.00,500000.00,510792.14,11,11,11,11,11,0.063849,0.9646,0.9857
507812.00,500000.00,511699.20,11,11,11,11,11,0.063962,0.9434,0.9836
257812.00,250000.00,256445.17,10,10,10,10,10,0.032056,0.9287,0.9919
257812.00,250000.00,256381.99,10,10,10,10,10,0.032048,0.9282,0.9707
257812.00,250000.00,257257.46,10,10,10,10,10,0.032157,0.9171,0.9563
101562.00,125000.00,103703.50,9,10,10,9,9,0.012963,0.8839,0.9725
257812.00,250000.00,255146.03,11,11,11,11,11,0.031893,0.9770,0.9727
257812.00,250000.00,256389.62,11,11,11,11,11,0.032049,0.9701,0.9867
695312.00,725000.00,701080.80,12,12,12,12,12,0.087635,0.9607,0.9801
632812.00,725000.00,631140.23,11,11,11,11,11,0.078893,0.9584,0.9687
257812.00,250000.00,263988.49,11,11,11,11,11,0.032999,0.9262,0.9595
257812.00,250000.00,248435.97,11,11,11,11,11,0.031054,0.8867,0.9064
632812.00,725000.00,609530.69,11,11,11,10,10,0.076191,0.8596,0.9593
632812.00,725000.00,644260.88,11,11,11,11,11,0.080533,0.8217,0.9177
695312.00,725000.00,685814.86,12,12,12,12,12,0.085727,0.7544,0.8448
695312.00,725000.00,701335.91,12,12,12,12,12,0.087667,0.9583,0.9784
695312.00,725000.00,705125.33,12,12,12,12,12,0.088141,0.9521,0.9808
632812.00,725000.00,635780.33,11,12,12,12,12,0.079473,0.9490,0.9846
695312.00,725000.00,707808.02,12,12,12,12,12,0.088476,0.9438,0.9733
570312.00,725000.00,576372.09,11,12,12,11,11,0.072047,0.9404,0.9866
695312.00,725000.00,673111.44,12,12,12,12,12,0.084139,0.8778,0.9529
570312.00,725000.00,567628.86,11,12,12,11,11,0.070954,0.8438,0.9911
632812.00,725000.00,565160.75,11,11,11,10,10,0.070645,0.8381,0.5071
632812.00,725000.00,784532.55,11,12,12,12,12,0.098067,0.7480,0.8012
257812.00,250000.00,255491.73,11,11,11,11,11,0.031936,0.9827,0.9564
257812.00,250000.00,257485.39,11,11,11,11,11,0.032186,0.9694,0.9718
695312.00,725000.00,689288.85,12,12,12,12,12,0.086161,0.9678,0.9876
695312.00,725000.00,692243.58,12,12,12,12,12,0.086530,0.9640,0.9876
695312.00,725000.00,690462.11,12,12,12,12,12,0.086308,0.9504,0.9895
695312.00,725000.00,703876.50,12,12,12,12,12,0.087985,0.8947,0.9795
695312.00,725000.00,694953.92,12,12,12,12,12,0.086869,0.8783,0.9984
570312.00,725000.00,603693.01,11,12,12,11,11,0.075462,0.8655,0.8240
632812.00,725000.00,656057.36,11,12,12,12,12,0.082007,0.7566,0.9466
570312.00,500000.00,572537.78,11,11,11,11,11,0.071567,0.7239,0.9757
257812.00,250000.00,256749.39,11,11,11,11,11,0.032094,0.9571,0.9753
257812.00,250000.00,254596.71,11,11,11,11,11,0.031825,0.9548,0.9534
257812.00,250000.00,264663.70,11,11,11,11,11,0.033083,0.9465,0.9679
257812.00,250000.00,231917.38,11,11,11,11,11,0.028990,0.9447,0.8818
257812.00,250000.00,261452.67,11,11,11,11,11,0.032682,0.9436,0.9255
570312.00,500000.00,568298.34,11,11,11,11,11,0.071037,0.8343,0.9730
570312.00,500000.00,572301.86,11,11,11,11,11,0.071538,0.7591,0.9928
195312.00,187500.00,195395.47,10,10,10,10,10,0.024424,0.9553,0.9431
367188.00,375000.00,346178.08,10,10,10,10,10,0.043272,0.9532,0.8983
367188.00,375000.00,365032.20,10,10,10,10,10,0.045629,0.9489,0.9479
726562.00,725000.00,721519.47,11,11,11,11,11,0.090190,0.9478,0.9905
367188.00,375000.00,361205.58,10,10,10,10,10,0.045151,0.9471,0.9708
